review,classification
"Loved everything about this top except two things: the price (there is a lot of pretty detail though) and the shoulders. what is not depicted in the stock photos is how wide the shoulder ruffles are...i have an athletic build at 5'7"", 140 lbs and 32dd and this top unfortunately made me look like a football player. i ordered a small and the fit was perfect. beware that this top is on the shorter side. it really is very pretty but i would steer away if you have athletic or broad shoulders.",good
"These pants fit the bill! they're soft and very comfortable. easy to wear day and night. these are a little higher on the waist, which i love. purchased two pair! i purchased the regular and they come to my ankles.",good
I ordered the blue top. it's great for the hot summer we're having in the southeast this year.,good
"Pretty obsessed with this top. it feels like a cotton, poncho. it's definitely made to be over-sized and flowy. it even hangs off the shoulder some. it does run very large. i'm normally a medium to a large and i purchased the xs (never ever an xs normally). even still it's loose as it's designed to be. so definitely size down 2 sizes. other than that super comfy and a casual top that can be worn to make my leggings and flip flops a little more ""fancy"". would also be nice with jeans for a casual",good
Beautiful shirt. the color is more navy than pictured. the middle of the moon is stitched embroiderer - very original and a fun texture. my only qualms with this shirt is the trapezoid cut - it flairs out slightly but enough to notice from shoulders to the bottom hem.,good
This is a cute top but a little pricey for cotton t shirt material. the arms and shoulders/armpit feel a little tight but is loose and flowy below the bust. it is not as dressy in person as it appears in the photos. a cute top for jeans or leggings as the length falls below the hip.,good
"Don't size down, as one reviewer recommended. you'll wind up trying to exchange. the colors are beautiful and the front panel has a lot of texture. it's a great find.",good
I so wanted to keep this sweater but the invisible metallic threads that give the sweater its crinkled appearance are super scratchy and irritating. it definitely requires a long sleeved top to prevent the irritation as shown in the online photo. it is lightweight and i planned to wear it over sleeveless summer tops/dresses. i have averaged size arms and there was plenty of upper arm room. in fact extra room is designed into the sleeves. one plus for those with upper arm fit concerns. the lower,neutral
I returned this as it was way too boxy/loose. ordered a size small but probably needed to size down.,neutral
"Usually can just buy tiny shirts knowing that they will fit me!  and this one is beautiful but if you have any type of chest it will not work.  i'm a 34d and it
was way too small in the chest area.  it is a beautiful shirt though and i'm very sad that i have to return it.  it will work better on someone else for sure.  so i recommend this beautiful shirt for someone with a different body type from mine!",neutral
"I remember seeing this great jackets online and knowing that i would have to have it! so i traveled to the store to try it on. the ruffle on the bottom was beautiful and fluffy and just like the pictures. the color was perfect and it was lightweight enough i could get more uses out of it that most of my coats in the texas heat. so i tried on the small. the didn't quite button over my bust, and i did an arm wiggle that made the arms too tight near where they met my body. no problem, medium it is.",neutral
